,Academic Item,Session 1,Session 2,Co-requisite,Pre-requisite
1382,MEDI2004,False,True,,30cp at 1000 level or above including (BMOL1001 or CBMS104 or CBMS107 or CHEM1001)
1383,MEDI2005,True,False,,(50cp at 1000 level or above) and admission to BClinSc
1384,MEDI2100,False,True,,(Admission to BClinSc and 30cp at 1000 level or above including ANAT1001 or HLTH108) or (80cp at 1000 level or above including ANAT1001 or HLTH108)
1385,MEDI2101,False,True,,(30cp at 1000 level or above including ANAT1001 or HLTH108) and admission to BClinSc
1387,MEDI2102,False,True,,Admission to BClinSc and (HLTH108 or ANAT1001) and (100 cp at 1000 level or above) 
1386,MEDI2102,False,True,(MEDI209 or MEDI219 or MEDI2200) and (MEDI201 or MEDI211 or MEDI2101),
1388,MEDI2103,True,False,, Admission to BClinSc and (HLTH108 or ANAT1001) and (MEDI209 or MEDI219 or MEDI2200)
1389,MEDI2200,False,True,,Admission to BClinSc and (CBMS104 or BMOL1001 or CHEM1001)
1390,MEDI2201,False,True,,STAT170 or STAT1170
1391,MEDI2300,True,False,,40cp at 1000 level or above including HLTH108 or ANAT1001
1392,MEDI2301,False,True,,COGS100 or COGS1000 or HLTH108 or ANAT1001 or BIOL115 or BIOL1110
1393,MEDI3100,False,True,,130cp including (HLTH108 or ANAT1001) and 20cp from (MEDI204 or MEDI2300 or MEDI203 or MEDI2100 or HLTH213 or ANAT2003 or BIOL247 or BIOL2220)
1394,MEDI3200,True,False,,140cp at 1000 level or above including [(CBMS104 or BMOL1001) and (MEDI219 or MEDI2200)] or [(CBMS107 or CHEM1001) and (BIOL206 or BIOL2110) and (CBMS202 or BMOL2401) and (MEDI2201)]
1395,MEDI3300,False,True,,(MEDI204 or MEDI2300) or (BIOL257 or BIOL2230) or (COGS2000 or COGS202)
1396,MEDI3301,False,True,,(MEDI204 or MEDI2300) or (COGS202 or COGS2000) or ((HLTH214 or ANAT2004) and (BIOL257 or BIOL2230))
1397,MEDI3400,True,False,, Admission to BClinSc and (MEDI206 or MEDI2400)
1398,MEDI3401,False,True,,140cp at 1000 level or above including ((MEDI103 or MEDI1400) and (MEDI206 or MEDI2400))
1399,MEDI3900,True,True,,(130cp at 1000 level or above) and permission by special approval
1400,MEDI3901,False,True,,(MEDI307 or MEDI3900) and permission by special approval
1401,MEDI7000,True,True,,Admission to MRes
1402,MEDI7001,True,False,,Admission to BPhil/MRes 
1403,MEDI7004,True,True,,Admission to MRes and ((MEDI204 or MEDI2300) or (BIOL257 or BIOL2230) or (PSY354 or PSYU3354))
1404,MEDI7007,False,True,,Admission to BPhil/MRes
1405,MEDI7010,False,True,,Admission to MRes and (MEDI705 or MEDI7001)
1406,MEDI7011,True,False,,Admission to MRes
1407,MEDI7041,True,False,,Admission to MRes
1408,MEDI7042,False,True,,Admission to MRes
1409,MEDI7047,False,True,,Admission to MRes
1410,MEDI7101,True,False,,Admission to MRes
1412,MEDI8100,True,False,(MEDI911 or MEDI8101) and (MEDI912 or MEDI8102),Admission to MD
1414,MEDI8101,True,False,(MEDI910 or MEDI8100) and (MEDI912 or MEDI8102),Admission to MD
1416,MEDI8102,True,False,((MEDI910 or MEDI8100) and (MEDI911 or MEDI8101)) ,Admission to MD 
1418,MEDI8103,False,True,,(MEDI910 or MEDI8100) and (MEDI911 or MEDI8101) and (MEDI912 or MEDI8102)
1417,MEDI8103,False,True,(MEDI914 or MEDI8104) and (MEDI915 or MEDI8105),
1420,MEDI8104,False,True,(MEDI913 or MEDI8103) and (MEDI915 or MEDI8105),(MEDI910 or MEDI8100) and (MEDI911 or MEDI8101) and (MEDI912 or MEDI8102)
1422,MEDI8105,False,True,((MEDI913 or MEDI8103) and (MEDI914 or MEDI8104)) or ((PHTY800 or PHTY8100) and (PHTY801 or PHTY8101) and (PHTY802 or PHTY8102)),Admission to DPT or ((MEDI910 or MEDI8100) and (MEDI911 or MEDI8101) and (MEDI912 or MEDI8102))
1423,MEDI8490,True,True,,Permission by special approval
1424,MEDI8990,True,True,,Admission to MRes
1425,MEDI8991,True,True,,Admission to MRes
1426,MGMT1002,True,True,,
1427,MGMT1005,True,True,,20cp at 1000 level
1428,MGMT1007,True,True,,
1429,MGMT1011,True,True,,
1430,MGMT1020,True,True,,30cp at 1000 level or above
1431,MGMT2002,True,True,,70cp at 1000 level or above including BUS201 or MGMT1005
1433,MGMT2010,True,True,MGMT1011 or BBA111,MGMT1002 or BBA102
1434,MGMT2016,True,False,,70cp at 1000 level or above
1436,MGMT2018,True,True,,MGMT1002 or BBA102
1435,MGMT2018,True,True,MGMT1011,
1437,MGMT2022,False,True,,40cp at 1000 level or above
1438,MGMT2025,False,True,,MGMT1020 or BBA220
1439,MGMT2030,True,True,,50cp at 1000 level or above
1440,MGMT2031,True,True,,50cp at 1000 level or above
1441,MGMT2040,True,True,,HRM107 or MGMT1007
1442,MGMT2050,True,True,,HRM107 or MGMT1007
1443,MGMT2080,True,False,,70cp at 1000 level or above including BBA102 or MGMT1002
1444,MGMT3000,True,True,,130cp at 1000 level or above including (20cp in BBA or BUS or HRM or MGMT or MKTG units at 2000 level or above)
1446,MGMT3001,True,True,,20cp at 2000 level or above including BUS202 or MGMT2002
1445,MGMT3001,True,True,10cp from BUS or BBA or MGMT units at 3000 level,
1447,MGMT3002,True,False,,(HRM201 or MGMT2040) and (HRM250 or MGMT2050)
1449,MGMT3003,True,True,BUS301 or MGMT3001,130cp at 1000 level or above
1450,MGMT3007,True,False,,(HRM201 or MGMT2040) and (HRM250 or MGMT2050)
1452,MGMT3011,False,True,(MKTG312 or MKTG3012) and (MGMT304 or MGMT3904),140cp at 1000 level or above including (BBA350 or MGMT305 or MGMT3050 or MGMT3905)
1453,MGMT3015,False,True,,(HRM201 or MGMT2040) and (HRM250 or MGMT2050)
1454,MGMT3017,False,True,,((HRM201 or MGMT2040) and (HRM250 or MGMT2050)) or ((BBA310 or MGMT2010) and MGMT2018)
1456,MGMT3020,False,True,MGMT3051,20cp at 2000 level including ((MGMT2010 or BBA310) and MGMT2018)
1458,MGMT3028,True,True,HRM300 or MGMT3002 or HRM307 or MGMT3007 or HRM317 or MGMT3017,130cp at 1000 level or above including (HRM201 or MGMT2040) and (HRM250 or MGMT2050)
1459,MGMT3050,True,True,,130cp at 1000 level or above
1461,MGMT3051,True,False,MGMT3050 or BBA350,150cp at 1000 level or above including (HRM317 or MGMT3017)
1462,MGMT3060,True,True,,(Admission to BBA or BBABA or BBABA-Psych or BBABCom-ProfAccg or BBABPsych(Hons) or BBALLB) and 140cp at 1000 level or above including ((BUS201 or MGMT1005) and (BBA350 or MGMT3050) and (10cp in LAWS units at 2000 level or BUSL250 or BUSL251 or ACCG2051))
1463,MGMT3904,False,True,,130cp at 1000 level or above including MGMT1020 or MGMT2080 or MGMT2901 or BBA220 or BBA280 or MGMT201
1464,MGMT6008,True,True,,Admission to MEngMgt or MEngEnvSafetyEng
1465,MGMT6051,True,True,,Admission to MAppEcon or MCom or MBioBus or MLabAQMgt or MMgmt
1466,MGMT7015,True,False,,Admission to MRes
1467,MGMT7027,True,True,,Admission to MRes
1468,MGMT7054,True,True,,Admission to MRes
1469,MGMT8003,True,True,,BUS651 or MGMT6051 or MKTG696 or MKTG6096
1470,MGMT8004,True,True,,(BUS651 or MGMT6051 or ECON649 or ECON6049 or ECON991 or ECON8091 or MGNT812 or MGMT8012 or MKTG696 or MKTG6096) and 40cp at 8000 level
1471,MGMT8005,True,True,,Admission to MBusAnalytics or MIntBus or MMgmt or MEngMgt
1472,MGMT8009,True,True,,Admission to MMgmt or MEngMgt
1473,MGMT8011,True,True,,Admission to MBusAnalytics or MIntBus or MMgmt or MEngMgt or MSc or MScInnovationBioConsMgmt or MScInnovationChemBiomolecularSc or MScInnovationEnvSc or MScInnovationGeologyGeophys or MScInnovationIT or MScInnovationStat
1474,MGMT8012,True,True,,(Admission to MCom or MMgmt or MEngMgt or MPH) and 40cp at 8000 level
1475,MGMT8013,True,True,,Admission to MMgmt
1477,MGMT8014,True,True,(MGNT812 or MGMT8012) ,(MGNT805 or MGMT8005) and (MGNT809 or MGMT8009) and (MGMT8011 or MGNT811) and MGMT8013
1478,MGMT8015,True,False,,BUS651 or MGMT6051 or MKTG696 or MKTG6096
1479,MGMT8027,True,True,,(BUS651 or MGMT6051 or ECON649 or ECON6049 or MKTG696 or MKTG6096) or (admission to MMgmt or GradDipBusPsy or MSc or MScInnovationBioConsMgmt or MScInnovationChemBiomolecularSc or MScInnovationEnvSc or MScInnovationGeologyGeophys or MScInnovationIT or MScInnovationStat or MEng or MEngElecEng or MEngEnvSafetyEng or MEngMechEng or MEngNetTeleEng or MBiotech and 10cp at 6000 level or above)
1480,MGMT8028,False,True,,(80cp including MGNT604 or BUSA6004 or MGNT605) or admission to MEngMgt
1481,MGMT8040,False,True,,(BUS651 or MGMT6051 or ECON649 or ECON6049 or MGNT608 or MGMT6008 or MKTG696 or MKTG6096) or (admission to MInfoSysMgmt or MEngMgt)
1482,MGMT8051,True,True,,BUS651 or MGMT6051 or MKTG696 or MKTG6096 or MGNT608 or MGMT6008
1483,MGMT8054,True,True,,((BUS651 or MGMT6051 or ECON649 or ECON6049 or MKTG696 or MKTG6096) and 10cp at 8000 level) or (MGNT809 or MGMT8009) or (admission to MLabAQMgt)
1485,MGMT8055,False,True,MGMT8003 or BUS803,MGMT8004 or BUS804
1486,MGMT8066,False,True,,(Admission to MMgmt or MEngMgt) and 40cp at 8000 level
1487,MGMT8077,True,True,,Admission to MMgmt
1488,MGMT8990,True,True,,
1489,MGRK1010,True,False,,
1490,MGRK1020,False,True,,MGK101 or MGRK1010
1491,MGRK1210,True,False,,HSC Greek Continuers band 4 and above or Greek Extension band E3 and above
1492,MGRK1220,False,True,,MGRK1210
1493,MGRK2010,True,False,,MGK102 or MGRK1020
1494,MGRK2020,False,True,,MGRK2010 or MGK205
1495,MGRK2210,True,False,,MGRK1220
1496,MGRK2220,False,True,,MGRK2210
1497,MGRK3010,True,False,,MGRK2020 or MGK206
1498,MGRK3020,False,True,,MGRK3010
1499,MHIS1001,True,False,,
1500,MHIS1002,False,True,,
1501,MHIS2000,True,False,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1502,MHIS2001,True,False,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1503,MHIS2003,False,True,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1504,MHIS2004,False,True,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1505,MHIS2007,False,True,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1506,MHIS2011,False,True,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1507,MHIS2020,True,False,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1508,MHIS2050,True,False,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1509,MHIS3000,True,False,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1510,MHIS3022,True,False,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1511,MHIS3027,False,True,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1512,MHIS3030,False,True,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1513,MHIS3040,False,True,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1514,MHIS3065,True,False,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1515,MHIS7000,True,False,,Admission to MRes
1516,MHIS7001,False,True,,Admission to MRes
1517,MHIX1001,True,False,,
1518,MHIX1002,False,True,,
1519,MHIX2007,False,True,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1520,MHIX2020,True,False,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1521,MHIX2050,True,False,,40cp at 1000 level or above OR (10cp in HIST or MHIS or MHIX units)
1522,MHIX3000,True,False,,MHIX2007 and MHIX2020
1523,MHIX3027,False,True,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1524,MHIX3030,False,True,,130cp at 1000 level or above OR (20cp in HIST or MHIS or MHIX units at 2000 level)
1525,MHPG8990,True,True,,Admission to MRes
1526,MKTG1001,True,True,,
1527,MKTG1003,True,True,,
1529,MKTG2002,True,True,MKTG1003 or MKTG203,40cp at 1000 level or above including MKTG1001 or MKTG101
1531,MKTG2004,True,True,MKTG1003 or MKTG203,40cp at 1000 level or above including MKTG1001 or MKTG101
1532,MKTG2006,False,True,,50cp at 1000 level or above including ((MKTG101 or MKTG1001) and (MKTG1003 or MKTG203))
1534,MKTG2008,True,True,MKTG1003 or MKTG203,40cp at 1000 level or above including MKTG1001 or MKTG101
1535,MKTG2013,True,False,,40cp at 2000 level or above including MKTG2002 or MKTG202
1537,MKTG2017,True,True,MKTG1003 or MKTG203,40cp at 1000 level or above including MKTG1001 or MKTG101
1538,MKTG3001,False,True,,40cp at 2000 level or above including MKTG2008 or MKTG208 
1539,MKTG3002,False,True,,40cp at 2000 level or above including MKTG2002 or MKTG202 or MKTG2008 or MKTG208
1540,MKTG3003,True,True,,40cp at 2000 level or above including MKTG2002 or MKTG202 or MKTG2008 or MKTG208
1541,MKTG3004,True,True,,130cp at 1000 level or above including MKTG202 or MKTG2002 or MKTG2008 or MKTG208
1542,MKTG3006,True,False,,40cp at 2000 level or above including MKTG2004 or MKTG204 or MKTG2008 or MKTG208
1543,MKTG3007,False,True,,40cp at 2000 level or above including MKTG2008 or MKTG208
1544,MKTG3008,False,True,,40cp at 2000 level or above including MKTG2013 and MKTG2017
1545,MKTG3011,True,False,,40cp at 2000 level or above including MKTG2002 or MKTG202 or MKTG2008 or MKTG208
1546,MKTG3012,True,False,,40cp at 2000 level or above including (MKTG2008 or MKTG208 or ACCG2002 or FOBE202)
1547,MKTG3013,True,False,,40cp at 2000 level or above including MKTG2002 or MKTG202
1548,MKTG3014,False,True,,40cp at 2000 level or above including MKTG2002 or MKTG202
1549,MKTG6096,True,True,,Admission to MCom or MBioBus or MIntBus or MMgmt
1550,MKTG7006,False,True,,Admission to MRes
1551,MKTG7015,True,True,,Admission to MRes
1552,MKTG7020,True,True,,Admission to MRes
1553,MKTG8001,True,True,,MKTG696 or MKTG6096 or MGNT607 or MGNT609 or MKTG6009
1554,MKTG8002,True,False,,Admission to MMktg or MKTG696 or MKTG6096 or MGNT607 or MGNT609 or MKTG6009
1555,MKTG8004,False,True,,Admission to MMktg or MKTG8011 or MKTG8015
1556,MKTG8005,True,True,,MKTG815 or MKTG8015 or BUSA8000
1557,MKTG8006,False,True,,MKTG696 or MKTG6096
1558,MKTG8007,False,True,,Admission to MMktg
1559,MKTG8011,True,True,,(MKTG696 or MKTG6096 or MGNT607 or MGNT609 or MKTG6009) or (admission to MMktg and 20cp at 8000 level)
1560,MKTG8015,True,True,,Admission to MMktg or MKTG696 or MKTG6096 or MGNT607 or MGNT609 or MKTG6009
1561,MKTG8020,True,True,,Admission to MMktg or (admission to MCom and (MKTG696 or MKTG6096))
1562,MKTG8033,True,False,,(Admission to MMktg or MInfoSysMgmt or MIntBus or MBusAnalytics) or MKTG8011 or MKTG8015
1563,MKTG8051,True,False,,Admission to MMktg
1564,MKTG8080,True,True,,Admission to MMKtg and 40cp including ((MKTG820 or MKTG8020) and (MKTG815 or MKTG8015))
1565,MKTG8990,True,True,,
1566,MMCC1000,True,False,,
1567,MMCC1005,False,True,,
1568,MMCC1008,False,True,,
1569,MMCC1011,True,False,,
1570,MMCC1012,True,False,,
1571,MMCC1015,False,True,,
1572,MMCC1020,False,True,,
1573,MMCC1025,True,False,,
1574,MMCC1030,False,True,,
1575,MMCC1032,False,True,,
1576,MMCC1035,True,False,,
1577,MMCC1040,True,True,,
1578,MMCC1045,True,False,,
1579,MMCC1050,True,False,,
1580,MMCC1110,False,True,,
1581,MMCC2000,True,False,,40cp at 1000 level or above
1582,MMCC2011,False,True,,40cp at 1000 level or above
1583,MMCC2012,True,False,,40cp at 1000 level or above
1584,MMCC2013,False,True,,40cp at 1000 level or above including (MAS 212 or MMCC2012)
1585,MMCC2014,False,True,,40cp at 1000 level or above
1586,MMCC2015,False,True,,40cp at 1000 level or above
1587,MMCC2016,True,False,,40cp at 1000 level or above
1588,MMCC2020,True,False,,40cp at 1000 level or above
1589,MMCC2023,False,True,,40cp at 1000 level or above
1590,MMCC2030,False,True,,40cp at 1000 level or above
1591,MMCC2033,False,True,,40cp at 1000 level or above 
1592,MMCC2041,False,True,,(MAS240 or MMCC2140) or (COMP249 or COMP2110)
1593,MMCC2057,True,False,,40cp at 1000 level or above
1594,MMCC2060,True,False,,40cp at 1000 level or above
1595,MMCC2061,True,False,,40cp at 1000 level or above
1596,MMCC2063,False,True,,40cp at 1000 level or above
1597,MMCC2065,False,True,,40cp at 1000 level or above
1598,MMCC2070,False,True,,40cp at 1000 level or above
1599,MMCC2077,True,False,,Pre-requisite 40cp at 1000 level or above
1600,MMCC2080,True,False,,40cp at 1000 level or above
1601,MMCC2090,False,True,,40cp at 1000 level or above
1602,MMCC2100,True,False,,40cp at 1000 level or above
1603,MMCC2110,True,False,,40cp at 1000 level or above
1604,MMCC2120,True,False,,40cp at 1000 level or above
1605,MMCC2125,True,False,,Pre-requisite 40cp at 1000 level or above
1606,MMCC2126,False,True,,40cp at 1000 level or above
1607,MMCC2130,True,False,,40cp at 1000 level or above
1608,MMCC2140,True,False,,40cp including ((20cp in MMCC or MAS units at 1000 level) or (COMP111 or COMP1150))
1609,MMCC2160,True,False,,40cp at 1000 level or above
1610,MMCC3000,True,False,,130cp at 1000 level or above including MUS203 or MMCC2033
1611,MMCC3005,False,True,,Pre-requisite 130cp at 1000 level or above
1612,MMCC3011,False,True,,130cp at 1000 level or above
1613,MMCC3012,True,False,,130cp at 1000 level or above including MAS213 or MMCC2013
1614,MMCC3013,False,True,,130cp at 1000 level or above including MAS213 or MMCC2013
1615,MMCC3016,False,True,,130cp at 1000 level or above
1616,MMCC3020,False,True,,130cp at 1000 level or above
1617,MMCC3023,False,True,,130cp at 1000 level or above
1618,MMCC3025,True,False,,Pre-requisite 130cp at 1000 level or above
1619,MMCC3029,False,True,,130cp at 1000 level or above including MAS240 or MMCC2140
1620,MMCC3031,False,True,,130cp at 1000 level or above
1621,MMCC3032,False,True,,130cp at 1000 level or above
1622,MMCC3035,False,True,,Pre-requisite 130cp at 1000 level or above
1623,MMCC3037,True,False,,130cp at 1000 level or above
1624,MMCC3043,True,False,,130cp at 1000 level or above
1625,MMCC3045,True,False,,130cp at 1000 level or above including MAS241 or MMCC2041
1626,MMCC3046,True,False,,130cp at 1000 level or above
1627,MMCC3055,False,True,,130cp at 1000 level or above
1628,MMCC3060,False,True,,130cp at 1000 level or above
1629,MMCC3080,False,True,,130cp at 1000 level or above
1630,MMCC3090,False,True,,130cp at 1000 level or above including MMCC2100
1631,MMCC3110,True,False,,130cp at 1000 level or above
1632,MMCC3121,False,True,,130cp at 1000 level or above and Permission by Special Approval
1633,MMCC3130,True,False,,130cp at 1000 level or above
1634,MMCC3140,True,False,,130cp at 1000 level or above
1636,MMCC3150,True,True,20cp in MMCC units at 3000 Level,(Admission to BMediaComm or BMktgMedia) or (MMCC1000 and MMCC1005 and MMCC2023 and MMCC2060 and MMCC2077)
1638,MMCC3160,False,True,,130cp at 1000 level or above and Permission by Special Approval
1637,MMCC3160,False,True,20cp in MMCC at 3000 Level,
1640,MMCC3199,False,True,(MAS390 or MMCC3090) and (MKTG303 or MKTG3003),Admission to BMktgMedia and 130cp at 1000 level or above
1641,MMCC6000,True,True,,Admission to MCrInd or MMediaComm
1642,MMCC6010,False,True,,Admission to MCrInd or MMediaComm
1643,MMCC6020,True,False,,Admission into MCrInd or MMediaComm
1644,MMCC6030,True,False,,Admission to MMediaComm or MCrInd or MIPD
1645,MMCC7000,True,False,,Admission to MRes
1646,MMCC7001,False,True,,Admission to MRes
1647,MMCC8011,False,True,,Admission to MMediaComm or MCrInd
1648,MMCC8016,False,True,,Admission to MMediaComm or MPlan
1649,MMCC8026,False,True,,Admission to MMediaComm or MCrInd
1650,MMCC8030,True,False,,Admission to MCrInd or MMediaComm
1651,MMCC8033,True,False,,Admission to MMediaComm or MCrInd or MIC
1652,MMCC8035,False,True,,Admission to MCrInd or MMediaComm
1653,MMCC8037,True,False,,Admission to MMediaComm or MCrInd or MIC
1654,MMCC8038,False,True,,Admission to MCrInd or MMediaComm
1655,MMCC8040,True,False,,Admission to MMediaComm or MCrInd or MIC
1656,MMCC8043,True,False,,Admission to MMediaComm or MCrInd
1657,MMCC8045,True,True,,Permission by special approval
1658,MMCC8046,False,True,,Admission to MMediaComm or MCrInd or MIC
1659,MMCC8047,True,False,,Admission to MCrInd or MMediaComm
1660,MMCC8055,False,True,,Admission to MCrInd or MMediaComm
1661,MMCC8090,False,True,,Admission to MCrInd or MMediaComm
1662,MMCC8097,True,False,,Admission to MCrInd or MMediaComm or MIC
1663,MMCS8990,True,True,,Admission to MRes
1664,MOLS3003,False,True,30cp from CHEM or BMOL units at 3000 level,
1665,MOLS7011,False,True,,Admission to MRes
1666,MOLS7012,True,False,,Admission to MRes
1667,MOLS7051,True,False,,Admission to MRes
1668,MOLS7052,False,True,,Admission to MRes
1669,MOLS7053,True,False,,Admission to MRes
1670,MOLS7211,True,False,,Admission to MRes
1671,MOLS7212,False,True,,Admission to MRes
1672,MOLS7611,False,True,,Admission to MRes
1673,MOLS7911,True,False,,Admission to MRes
1674,MOLS8001,True,True,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc or MScInnovationChemBiomolecularSc
1675,MOLS8002,False,True,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc or MScInnovationChemBiomolecularSc or MPH or HSYP801 or HSYP8100 or HSYP802 or HSYP8101
1676,MOLS8211,True,False,, (BMOL6202 or CBMS634) and (BMOL6201 or CBMS621 or Admission to MBioBus)
1677,MOLS8212,False,True,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc or MScInnovationChemBiomolecularSc and (BMOL6201 or CBMS621 or BMOL6432)
1678,MOLS8411,True,False,,((BMOL6201 or CBMS621) or (admission to MBioBus or BMedScMBiotech)) and BMOL6432
1679,MOLS8611,False,True,,(Admission to MBioBus or GradDipBiotech or MBiotech or MRadiopharmSc or MSc or MScInnovationChemBiomolecularSc) and (BMOL6401 or CBMS622) or (BMOL6431 or CBMS335)
1680,MOLS8902,True,True,,Admission to MBiotech and 40cp at 8000 level or above 
1681,MOLS8990,True,False,,Admission to MRes
1682,MPHR8990,True,True,,(HSYP8101(D) or HSYP8003(D)) AND 30cp in HSYP units at 8000 level with a WAM of 75+
1683,MQBS1100,False,True,,Permission by special approval
1684,MQBS3000,True,True,,130cp at 1000 level or above and permission by special approval
1685,MQBS3010,True,True,,Admission to BCom and 130cp at 1000 level or above including 10cp at 3000 level
1686,MQBS3030,False,True,,120cp at 1000 level or above and permission by special approval
1687,MQBS7005,True,False,,Admission to MRes 
1688,MQBS7010,True,False,,Admission to MRes
1689,MQBS7020,True,False,,Admission to MRes
1690,MQBS7025,False,True,,MQBS7010 and MQBS7020
1691,MQBS7030,True,False,,Admission to MRes
1692,MQBS7035,False,True,,FOBE730 or MQBS7030
1693,MQBS7040,False,True,,Admission to MRes
1694,MQBS8000,True,True,,(Admission to MCom or MCyberGovMgnt and 40cp at 8000 level) or (admission to MBioBus or MCyberSec and 80cp at 8000 level)
1695,MQBS8005,True,False,,Permission by special approval
1696,MQBS8010,True,False,,Permission by special approval
1697,MQBS8020,True,False,,Permission by special approval
1698,MQBS8025,False,True,,Permission by special approval 
1699,MQBS8030,True,False,,Permission by special approval
1700,MQBS8035,False,True,,
1701,MQBS8040,False,True,,Permission by special approval
1702,MQBS8090,True,True,,Permission by special approval
1703,MRES7001,False,True,,Admission to MRes
1704,MTRN2060,False,True,,"((PHYS1010 and PHYS1020) or (PHYS1520 and MECH1001)) AND 
(MATH1020 or MATH1025) AND COMP1000"
1705,MTRN3026,False,True,,(MTRN2060 or ELEC260) and completion of 130cp
1706,MTRN3060,False,True,,MTRN2060 or ELEC260
1707,MTRN4062,False,True,,MTRN3026
1708,MTRN4066,True,False,,(MTRN3026 or ELEC326) and (ELEC3024 or ELEC324)
1709,MTRN4068,False,True,,(MTRN3026 or ELEC326) and (ELEC3024 or ELEC324)
1711,MTRN4092,True,True,,(MTRN3026 or ELEC326) and (ELEC3024 or ELEC324)
1710,MTRN4092,True,True,MTRN4066 or ELEC466,
1712,MTRN4093,True,True,,30cp at 4000 level including MTRN4092
1713,NSCI7364,True,False,,Admission to MRes
1714,NSCI7900,True,False,,Admission to MRes
1715,NSCI7910,True,False,,Admission to MRes
1716,NSCI7915,True,False,,Admission to MRes
1717,NSCI7920,False,True,,Admission to MRes
1718,NSCI7926,True,True,,Admission to MRes and 20cp at 7000 level
1719,NSCI7930,True,True,,Admission to MRes
1720,NSCI7935,True,True,,Admission to MRes
1721,NSCI8990,True,True,,Admission into MRes
1722,PHIL1031,True,False,,
1723,PHIL1032,False,True,,
1724,PHIL1037,True,True,,
1725,PHIL2010,True,False,,40cp at 1000 level or above
1726,PHIL2020,True,False,,40cp at 1000 level or above
1727,PHIL2026,True,False,,40cp at 1000 level or above
1728,PHIL2056,False,True,,40cp at 1000 level or above
1729,PHIL2060,False,True,,40cp at 1000 level or above
1730,PHIL2062,False,True,,40cp at 1000 level or above
1731,PHIL3041,True,False,,130cp at 1000 level or above
1732,PHIL3051,False,True,,130cp at 1000 level or above
1733,PHIL3052,True,False,,130cp at 1000 level or above
1734,PHIL3056,False,True,,130cp at 1000 level or above
1735,PHIL3057,False,True,,130cp at 1000 level or above
1736,PHIL3063,True,False,,130cp at 1000 level or above
1737,PHIL7000,True,False,,Admission to MRes
1738,PHIL7001,False,True,,Admission to MRes
1739,PHIL8400,False,True,,COMP6400 or COMP2400
1740,PHIL8990,True,True,,Admission to MRes
1741,PHIX1031,True,False,,
1742,PHIX1032,False,True,,
1743,PHIX1037,True,True,,
1744,PHIX2010,True,False,,40cp at 1000 level or above
1745,PHIX2020,True,False,,40cp at 1000 level or above
1746,PHIX2026,True,False,,40cp at 1000 level or above
1747,PHIX2056,False,True,,40cp at 1000 level or above
1748,PHIX2060,False,True,,40cp at 1000 level or above
1749,PHIX2062,False,True,,40cp at 1000 level or above
1750,PHIX3041,True,False,,130cp at 1000 level or above
1751,PHIX3051,False,True,,130cp at 1000 level or above
1752,PHIX3052,True,False,,
1753,PHIX3056,False,True,,130cp at 1000 level or above
1754,PHIX3057,False,True,,130cp at 1000 level or above
1755,PHIX3063,True,False,,130cp at 1000 level or above
1756,PHTY2000,False,True,,((PSYC104 or PSYU1104 or PSYU1101) and (PSYC105 or PSYU1105 or PSYU1102)) or Admission to BClinSc
1757,PHTY3000,True,False,,120cp including (HLTH108 or ANAT1001) and ((HLTH109 or ANAT1002) or (MEDI203 or MEDI2100)) and (BIOL247 or BIOL2220 or MEDI211 or MEDI2101)
1758,PHTY3001,True,False,,110cp at 1000 level or above including ((HLTH108 or ANAT1001) and ((HLTH109 or ANAT1002) or (MEDI203 or MEDI2100)))
1759,PHTY3002,False,True,,120cp at 1000 level or above including ((HLTH108 or ANAT1001) and ((HLTH109 or ANAT1002) or (MEDI203 or MEDI2100)) and (PHTY302 or PHTY3001))
1760,PHTY8100,False,True,,Admission to DPT
1761,PHTY8101,False,True,,Admission to DPT
