Academic Item,Title,Version Number,Type,Status,Academic Org,Owning Faculty,Type,Description
HSYP8106,"Innovation in Leadership, Teamwork and Advocacy",2023.02,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MPH or MPH(Res)
HSYP8106,"Innovation in Leadership, Teamwork and Advocacy",2023.02,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),HSYP807
HSYP8107,Public Health Capstone,2023.04,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MPH and (HSYP801 or HSYP8100) and (HSYP802 or HSYP8101)
HSYP8107,Public Health Capstone,2023.04,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),HSYP808
HSYP8107,Public Health Capstone,2023.04,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,(HSYP803 or HSYP8102) and (HSYP804 or HSYP8103) and (HSYP805 or HSYP8104) and (HSYP806 or HSYP8105)
HSYP8210,Professional Practice Capstone,2023.01R,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Permission by special approval
HSYP8210,Professional Practice Capstone,2023.01R,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,HSYP8211
HSYP8210,Professional Practice Capstone,2023.01R,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"HSYP815, HSYP816"
HSYP8211,Professional Practice,2023.01R,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Permission by special approval
HSYP8211,Professional Practice,2023.01R,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"HSYP815, HSYP816"
HSYP8990,Master of Research - Health Systems and Populations,2023.01R,Non-PACE,Approved,Department of Health Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),HSYP899
INDG7001,Research Ethics in Indigenous Australian Contexts,2023.02,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MRes
INDG7001,Research Ethics in Indigenous Australian Contexts,2023.02,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,NCCW (pre-2020 units),ABST721
INED8001,History of Indigenous Education,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd
INED8001,History of Indigenous Education,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,NCCW (pre-2020 units),INED801
INED8002,Sociology of Education,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd
INED8002,Sociology of Education,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,NCCW (pre-2020 units),INED802
INED8010,Indigenous Languages and Teaching,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,NCCW (pre-2020 units),INED810
INED8010,Indigenous Languages and Teaching,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd
INED8020, Indigenous Research Theory and Practice ,2023.03,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd
INED8020, Indigenous Research Theory and Practice ,2023.03,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,NCCW (pre-2020 units),INED820
INED8022,Rethinking Indigenous Education ,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd 
INED8030,"Politics, Power and Indigenous Education",2023.02,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd
INED8030,"Politics, Power and Indigenous Education",2023.02,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,NCCW (pre-2020 units),INED803
INED8040,Global Indigenous Education,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd
INED8040,Global Indigenous Education,2023.01R,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,NCCW (pre-2020 units),INED804
INED8050,Trauma Informed Education,2023.02,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Co-requisite,NCCW (pre-2020 units)
INED8050,Trauma Informed Education,2023.02,Non-PACE,Approved,Department of Indigenous Studies ,Faculty of Arts,Pre-requisite,Admission to MIndigenousEd
INTS1000,Language and Communication: Cultural Contexts,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),INTS100
INTS1015,Intercultural Language Project 1,2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS1030,International Studies Beginners In-Country Cultural Studies,2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),INTS103
INTS1030,International Studies Beginners In-Country Cultural Studies,2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,40cp and permission by special approval
INTS2001,Language in Use,2023.04,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,50cp at 1000 level or above OR CHIN1210 OR CHIN2010 OR CROA1210 OR CROA2010 OR FREN1210 OR FREN2010 OR GRMN1210 OR GRMN2010 OR ITAL1210 OR ITAL2010 OR MGRK1210 OR MGRK2010 OR RUSS1210 OR RUSS2010 OR SLAS1210 OR SLAS2010
INTS2015,Intercultural Language Project 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS2020,"Citizenship, Borders and Transnationalism",2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"INTS201, INTS202"
INTS2020,"Citizenship, Borders and Transnationalism",2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,40cp at 1000 level or above
INTS2090,International Studies Intermediate In-Country Cultural Studies,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),INTS209
INTS2090,International Studies Intermediate In-Country Cultural Studies,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,40cp and permission by special approval
INTS3000,International Studies Intercultural Program,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"INTS200, INTS300"
INTS3000,International Studies Intercultural Program,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,"Exchange-based programs: completion of 130cp, intermediate language level, WAM of 65, and permission by special approval. Students with a WAM below 65 (but at least 60) may be eligible for INTS3000 if they achieve a WAM of 65 in their specialisation language units."
INTS3010,International Studies Project,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"EUL307, INTS310"
INTS3010,International Studies Project,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS3013,International Studies Advanced In-Country Study 2,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"EUL320, INTS313"
INTS3013,International Studies Advanced In-Country Study 2,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS3015,Intercultural Language Project 3,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS3016,International Studies Advanced In-Country Study 1,2023.04,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"EUL310, INTS316"
INTS3016,International Studies Advanced In-Country Study 1,2023.04,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS3020,"Language, Literature, Translation: Intercultural Perspectives",2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,CHIN2210 or CHIN3010 or CROA2210 or CROA3010 or FREN2210 or FREN3010 or GRMN2210 or GRMN3010 or ITAL2210 or ITAL3010 or JPNS2210 or JPNS3010 or MGRK2210 or MGRK3010 or RUSS2210 or RUSS3010 or SLAS2210 or SLAS3010
INTS3030,Visualising Cultures,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,40cp at 2000 level or INTS2001
INTS3040,Global Issues,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite, INTS3000 or EXLW320 or EXLW420 or EXLW4200 or EXLW534 or EXLW5340 or LAWS5301 or LAWS5304
INTS3040,Global Issues,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),INTS304
INTS3050,PACE: International Studies Internship,2023.03,PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS3050,PACE: International Studies Internship,2023.03,PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"EUL308, INTS203, INTS302, INTS305"
INTS3080,International Studies Advanced In-Country Study 3,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"ASN316, INTS308"
INTS3080,International Studies Advanced In-Country Study 3,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS3090,International Studies Advanced In-Country Study 4,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"ASN318, INTS309"
INTS3090,International Studies Advanced In-Country Study 4,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Permission by special approval
INTS7000,"Critique in Language, Literature and Culture Studies",2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),INTS700
INTS7000,"Critique in Language, Literature and Culture Studies",2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Admission to MRes
INTS7001,Special Topics in International Studies: Languages and Cultures,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Admission to MRes
INTS8990,Master of Research - International Studies,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),INTS899
INTS8990,Master of Research - International Studies,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,Admission to MRes
ITAL1010,I Italian Studies 1,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),ITL102
ITAL1010,I Italian Studies 1,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Info,"Not to count for credit for students who completed HSC Italian beginners Band 4 and above, HSC Italian Extension, HSC Italian Continuers"
ITAL1020,I Italian Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),ITL103
ITAL1020,I Italian Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITL102 or ITAL1010
ITAL1210,C Italian Studies 3,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,HSC Italian Continuers band 4 and above or Italian Extension band E3 and above
ITAL1220,C Italian Studies 4,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITAL1210
ITAL2010,I Italian Studies 3,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITAL1020 or ITL103
ITAL2010,I Italian Studies 3,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),ITL210
ITAL2020,I Italian Studies 4,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),ITL211
ITAL2020,I Italian Studies 4,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITAL2010 or ITL210
ITAL2210,C Italian Studies 5,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITAL1220
ITAL2220,C Italian Studies 6,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITAL2210
ITAL3010,I Italian Studies 5,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITAL2020 or ITL211
ITAL3010,I Italian Studies 5,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),ITL310
ITAL3020,I Italian Studies 6,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,ITAL3010 or ITL310
ITAL3020,I Italian Studies 6,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),ITL311
JPNS1010,I Japanese Studies 1,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"JPS101, JPNX101"
JPNS1010,I Japanese Studies 1,2023.01R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Info,"Not to count for credit for students who completed HSC Japanese Beginners Band 4 and above, HSC Japanese Continuers, HSC Japanese Extension, HSC Japanese in Context, HSC Japanese Literature"
JPNS1020,I Japanese Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPS101 or JPNS1010
JPNS1020,I Japanese Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"JPS102, JPNX102"
JPNS1020,I Japanese Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Info,"Not to count for credit for students who completed HSC Japanese Continuers or HSC Japanese Extension, HSC Japanese in Context, HSC Japanese Literature"
JPNS1210,C Japanese Studies 3,2023.02R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,HSC Japanese Continuers or HSC Japanese Extension
JPNS1220,C Japanese Studies 4,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS1210
JPNS1220,C Japanese Studies 4,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS202
JPNS2010,I Japanese Studies 3,2023.02R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Info,"Not to count for credit for students who completed HSC Japanese Extension, HSC Japanese in Context, HSC Japanese Literature"
JPNS2010,I Japanese Studies 3,2023.02R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS1020 or JPS102
JPNS2010,I Japanese Studies 3,2023.02R,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS201
JPNS2020,I Japanese Studies 4,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS202
JPNS2020,I Japanese Studies 4,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS2010 or JPS201
JPNS2022,Exploring Japanese Literature,2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,80cp at 1000 level or above
JPNS2022,Exploring Japanese Literature,2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS222
JPNS2210,C Japanese Studies 5,2023.01,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS1220
JPNS2210,C Japanese Studies 5,2023.01,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS301
JPNS2220,C Japanese Studies 6,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS302
JPNS2220,C Japanese Studies 6,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS2210
JPNS3010,I Japanese Studies 5,2023.01,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS301
JPNS3010,I Japanese Studies 5,2023.01,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS2020 or JPS202
JPNS3015,Japanese Contemporary Culture ,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS1220 or JPNS2020
JPNS3015,Japanese Contemporary Culture ,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS124 and JPNS1024
JPNS3020,I Japanese Studies 6,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS3010 or JPS301
JPNS3020,I Japanese Studies 6,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS302
JPNS3021,Social Issues in Contemporary Japan ,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,130cp at 1000 level or above
JPNS3021,Social Issues in Contemporary Japan ,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS221 and JPNS2021
JPNS3050,Japanese Studies in Action,2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPS350
JPNS3050,Japanese Studies in Action,2023.03,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPNS1220 or JPNS2020 or JPNS2022 or ARTS1000
JPNX1010,I Japanese Studies 1,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Info,"Not to count for credit for students who completed HSC Japanese Beginners Band 4 and above, HSC Japanese Continuers, HSC Japanese Extension, HSC Japanese in Context, HSC Japanese Literature"
JPNX1010,I Japanese Studies 1,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),"JPS101, JPNX101"
JPNX1020, I Japanese Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,NCCW (pre-2020 units),JPNX102
JPNX1020, I Japanese Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Info,"Not to count for credit for students who completed HSC Japanese Continuers, HSC Japanese Extension"
JPNX1020, I Japanese Studies 2,2023.02,Non-PACE,Approved,"Department of Media, Communications, Creative Arts, Language and Literature",Faculty of Arts,Pre-requisite,JPS101 or JPNX101 or JPNX1010
LAWS1000,Foundations of Law,2023.06,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW115
LAWS1000,Foundations of Law,2023.06,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLB
LAWS1010,Introduction to Law and Social Justice,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LEX101
LAWS1100,"Law, Lawyers and Society",2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,Admission to LLB
LAWS1100,"Law, Lawyers and Society",2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Co-requisite,LAW115 or LAWS1000
LAWS1100,"Law, Lawyers and Society",2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW208, LAWS108"
LAWS1200,Contracts,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW204, LAWS104"
LAWS1200,Contracts,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAWS1000 or LAW115
LAWS1300,Criminal Justice,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAW115 or LAWS1000
LAWS1300,Criminal Justice,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW109
LAWS2000,International Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,60cp including LEX101 or LAWS1010 or LAW115 or LAWS1000
LAWS2000,International Law,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW459, LAWS259"
LAWS2050,"Crime, Policy and Governance",2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,60cp including LAWS1010 or LEX101 or LEX102 or PICT101 or PICT103 or PICT1030 or LAW109 or LAWS1300
LAWS2050,"Crime, Policy and Governance",2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS250
LAWS2060,The Politics of Human Rights Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,60cp at 1000 level or above including LAWS1010 or LEX101 or LEX102 or LAWS1000 or LAW115
LAWS2060,The Politics of Human Rights Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS260
LAWS2100,Jurisprudence,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW214
LAWS2100,Jurisprudence,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,60cp including LAWS1000 or LAW115
LAWS2200,Property Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW316, LAWS216"
LAWS2200,Property Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,60cp including LAWS104 or LAWS1200
LAWS2300,Business Organisations,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,60cp including LAWS104 or LAWS1200
LAWS2300,Business Organisations,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units)," LAW456, LAWS256"
LAWS2400,Torts,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(LAW109 or LAWS1300) and (LAWS104 or LAW204 or LAWS1200)
LAWS2400,Torts,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW203
LAWS2500,Equity and Trusts,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW317, LAWS217"
LAWS2500,Equity and Trusts,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAWS216 or LAWS2200
LAWS3000,Constitutional Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,20cp in LAW or LAWS units at 2000 level
LAWS3000,Constitutional Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW314
LAWS3200,Civil and Criminal Procedure,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW550, LAWS398"
LAWS3200,Civil and Criminal Procedure,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp including LAW203 or LAWS2400
LAWS3300,Administrative Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAW315
LAWS3300,Administrative Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAW314 or LAWS3000
LAWS3400,Evidence,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,LAWS398 or LAWS3200
LAWS3400,Evidence,2023.04,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW550, LAWS399"
LAWS5000,"Remedies, Reparations and Resolution in Law",2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW555, LAWS355, LAWS555"
LAWS5000,"Remedies, Reparations and Resolution in Law",2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Co-requisite,(LAWS398 or LAWS3200) or LAW456
LAWS5000,"Remedies, Reparations and Resolution in Law",2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,140cp in LAW or LAWS units including ((LAW203 or LAWS2400) and (LAW315 or LAWS3300) and (LAWS217 or LAWS2500 or LAW317))
LAWS5005,Age and the Law ,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),LAWS505
LAWS5005,Age and the Law ,2023.02,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,(130cp in Law or LAWS units) or (130cp including LAWS260 or LAWS2060)
LAWS5007,Employment and Labour Law ,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW457, LAWS507"
LAWS5007,Employment and Labour Law ,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAW or LAWS units
LAWS5010,International Trade Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW460, LAWS510"
LAWS5010,International Trade Law,2023.03,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,Pre-requisite,130cp in LAW or LAWS units
LAWS5011,Discrimination and the Law,2023.01R,Non-PACE,Approved,Macquarie Law School ,Faculty of Arts,NCCW (pre-2020 units),"LAW461, LAWS511"
